datetime,open,high,low,close,vol,band_10,band_9,band_8,band_7,band_6,band_5,mrs_close,RP,MRP,band_4,band_3,band_2,band_1,score
2015-06-24,211.72,212.17,210.47,210.5,92443527.0,,G,R,G,G,G,210.78700192307693,100.0,0.0,B,G,R,B,5.0
2015-06-25,211.1,211.25,209.77,209.86,97224439.0,,R,R,R,R,G,210.80180961538463,100.0,0.0,B,R,R,B,1.0
2015-06-26,210.29,210.58,209.16,209.82,104392128.0,,R,R,R,R,G,210.80815576923078,100.0,0.0,R,R,R,B,1.0
2015-06-29,208.045,209.828,205.33,205.42,202416472.0,R,R,R,R,R,G,210.71180961538462,100.0,0.0,R,R,R,B,1.0
2015-06-30,207.26,207.32,205.28,205.85,183408529.0,R,R,R,R,R,G,210.62488653846154,100.0,0.0,R,R,R,B,1.0
2015-07-01,207.73,208.03,206.56,207.5,136319729.0,,R,R,R,R,G,210.6162326923077,100.0,0.0,B,R,R,B,1.0
2015-07-02,208.07,208.27,206.81,207.31,104161557.0,,R,R,R,R,G,210.56738653846153,100.0,0.0,B,R,R,B,1.0
2015-07-06,205.77,207.65,205.53,206.72,118224361.0,,R,R,R,R,G,210.5120019230769,100.0,0.0,B,R,R,B,1.0
2015-07-07,206.96,208.17,204.11,208.02,173736287.0,,R,R,R,R,G,210.46180961538462,100.0,0.0,B,R,R,B,1.0
2015-07-08,206.42,206.7645,204.25,204.53,164262780.0,,R,R,R,R,G,210.3343096153846,100.0,0.0,R,R,R,B,1.0
2015-07-09,207.04,207.35,204.77,204.9,144406307.0,,R,R,R,R,G,210.20450384615384,100.0,0.0,R,R,R,B,1.0
2015-07-10,207.29,207.98,206.49,207.48,129622448.0,,R,R,G,R,G,210.1412346153846,100.0,0.0,B,R,R,B,2.0
2015-07-13,208.99,209.9,208.94,209.77,106248610.0,,G,R,G,G,G,210.1091192307692,100.0,0.0,B,G,R,B,5.0
2015-07-14,209.72,211.05,209.65,210.68,81907621.0,,G,R,G,G,G,210.1112346153846,100.0,0.0,G,G,R,B,6.0
2015-07-15,210.73,211.28,210.04,210.61,98089574.0,,G,R,G,G,G,210.1525807692308,100.0,0.0,G,G,R,B,6.0
2015-07-16,211.87,212.3,211.58,212.3,106477057.0,G,G,R,G,G,G,210.1829653846154,100.0,0.0,G,G,R,B,7.0
2015-07-17,212.29,212.55,211.8,212.48,89138064.0,G,G,R,G,G,G,210.20527307692308,100.0,0.0,G,G,G,B,8.0
2015-07-20,212.75,213.18,212.21,212.59,70639076.0,,G,R,G,G,G,210.27623461538462,100.0,0.0,G,G,G,B,7.0
2015-07-21,212.43,212.74,211.39,211.75,78095495.0,,G,R,G,G,G,210.34758076923075,100.0,0.0,B,G,G,B,6.0
2015-07-22,210.93,211.77,210.89,211.37,88983292.0,,G,R,G,G,G,210.3956576923077,100.0,0.0,B,G,G,B,6.0
2015-07-23,211.53,211.65,209.75,210.18,90652083.0,,G,R,R,G,G,210.3679653846154,100.0,0.0,B,G,R,B,4.0
2015-07-24,210.3,210.37,207.6,208.0,117985806.0,,R,R,R,R,G,210.31786923076925,100.0,0.0,B,G,G,B,3.0
2015-07-27,206.94,207.55,206.26,206.79,132623410.0,,R,R,R,R,G,210.2565230769231,100.0,0.0,B,R,G,B,2.0
2015-07-28,207.79,209.5,206.8,209.33,123178141.0,,R,R,R,R,G,210.24325384615383,100.0,0.0,B,R,G,B,2.0
2015-07-29,209.48,211.04,209.31,210.77,105962104.0,,G,R,G,G,G,210.21556153846151,100.0,0.0,B,R,G,B,5.0
2015-07-30,210.16,211.02,209.42,210.82,91466777.0,,G,G,G,G,G,210.1844076923077,100.0,0.0,B,G,G,B,7.0
2015-07-31,211.42,211.45,210.16,210.5,103432537.0,,G,G,G,G,G,210.1344076923077,100.0,0.0,G,G,G,B,8.0
2015-08-03,210.46,210.53,208.65,209.79,114215776.0,,G,R,R,G,G,210.0721,100.0,0.0,B,G,R,B,4.0
2015-08-04,209.7,210.2483,208.8,209.38,82040159.0,,R,R,R,R,G,210.0047923076923,100.0,0.0,B,R,R,B,1.0
2015-08-05,210.45,211.31,209.73,210.07,86077441.0,,G,R,G,G,G,209.93883076923078,100.0,0.0,B,R,R,B,4.0
2015-08-06,210.29,210.415,207.65,208.35,115921672.0,,R,R,R,R,G,209.8496,100.0,0.0,R,R,R,B,1.0
2015-08-07,208.16,208.34,206.87,207.95,117818075.0,,R,R,R,R,G,209.7967153846154,100.0,0.0,R,R,R,B,1.0
2015-08-10,209.28,210.67,209.28,210.57,80468901.0,,G,R,G,G,G,209.75575384615388,100.0,0.0,B,R,R,B,4.0
2015-08-11,208.97,209.47,207.76,208.67,125775541.0,,R,R,R,R,G,209.68286923076923,100.0,0.0,R,R,R,B,1.0
2015-08-12,207.11,209.14,205.36,208.92,171782686.0,,R,R,R,R,G,209.64017692307695,100.0,0.0,R,R,R,B,1.0
2015-08-13,208.73,209.55,208.01,208.66,89596397.0,,R,R,R,R,G,209.58421538461542,100.0,0.0,R,R,R,B,1.0
2015-08-14,208.43,209.5087,208.26,209.42,72770114.0,,R,R,G,R,G,209.5469076923077,100.0,0.0,B,R,R,B,2.0
2015-08-17,208.71,210.59,208.16,210.59,79233623.0,,G,R,G,R,G,209.5213307692308,100.0,0.0,B,G,R,B,4.0
2015-08-18,210.26,210.68,209.699,209.98,71837970.0,,G,R,G,G,G,209.51846153846157,100.0,0.0,G,G,R,B,6.0
2015-08-19,209.09,210.01,207.35,208.32,173109256.0,,R,R,R,R,G,209.49057692307693,100.0,0.0,B,R,R,B,1.0
2015-08-20,206.51,208.2865,203.9,203.97,194360825.0,R,R,R,R,R,G,209.40384615384616,100.0,0.0,R,R,R,B,1.0
2015-08-21,201.73,203.9404,197.52,197.83,347035860.0,R,R,R,R,R,G,209.19961538461536,100.0,0.0,R,R,R,B,1.0
2015-08-24,187.49,197.4772,182.4,189.5,507612406.0,,R,R,R,R,G,208.78711538461536,100.0,0.0,R,R,R,R,1.0
2015-08-25,195.43,195.45,186.92,187.27,370674889.0,,R,R,R,R,G,208.31865384615384,100.0,0.0,R,R,R,R,1.0
2015-08-26,192.08,194.79,188.37,194.46,339608246.0,,R,R,R,R,G,208.0196153846154,100.0,0.0,B,R,R,R,1.0
2015-08-27,197.02,199.42,195.21,199.27,274601329.0,,R,R,R,R,G,207.8303846153846,100.0,0.0,B,R,G,R,2.0
2015-08-28,198.5,199.835,197.92,199.28,160712250.0,,R,R,G,R,G,207.61942307692306,100.0,0.0,B,R,G,R,3.0
2015-08-31,198.11,199.125,197.01,197.67,163515033.0,,R,R,R,R,G,207.37096153846156,100.0,0.0,B,R,G,R,2.0
2015-09-01,193.12,194.77,190.73,191.77,256248627.0,,R,R,R,R,G,206.96692307692308,100.0,0.0,R,R,R,R,1.0
2015-09-02,194.62,195.46,192.42,195.41,160389181.0,,R,R,R,R,G,206.67076923076925,100.0,0.0,B,R,R,R,1.0
2015-09-03,196.26,198.05,194.96,195.55,152340381.0,,R,R,R,R,G,206.35653846153843,100.0,0.0,B,R,R,R,1.0
2015-09-04,192.85,193.86,191.61,192.59,207097303.0,,R,R,R,R,G,205.98250000000002,100.0,0.0,B,R,R,R,1.0
2015-09-08,195.94,197.61,195.17,197.43,116360760.0,,R,R,G,R,G,205.73115384615386,100.0,0.0,B,R,G,R,3.0
2015-09-09,199.32,199.47,194.35,194.79,149600208.0,,R,R,G,R,G,205.44134615384615,100.0,0.0,B,R,G,R,3.0
2015-09-10,194.56,197.22,194.25,195.85,158558384.0,,R,R,R,R,G,205.1726923076923,100.0,0.0,B,G,R,R,2.0
2015-09-11,195.375,196.82,194.53,196.74,119802476.0,,R,R,R,R,G,205.0057692307692,100.0,0.0,G,G,G,R,4.0
2015-09-14,196.95,197.01,195.43,196.01,79628276.0,,R,R,G,R,G,204.81653846153844,100.0,0.0,G,G,R,R,4.0
2015-09-15,196.61,198.99,196.09,198.46,113583856.0,,R,G,G,R,G,204.6426923076923,100.0,0.0,G,G,R,B,5.0
2015-09-16,198.82,200.41,198.41,200.18,99162330.0,G,G,G,G,G,G,204.50557692307694,100.0,0.0,G,G,R,B,8.0
2015-09-17,200.02,202.89,199.28,199.73,275136084.0,,G,G,G,G,G,204.37115384615387,100.0,0.0,G,G,R,B,7.0
2015-09-18,195.71,198.6844,194.96,195.45,222919457.0,,R,R,R,R,G,204.12942307692308,100.0,0.0,B,G,R,B,2.0
2015-09-21,196.44,197.68,195.21,196.46,105928813.0,,R,R,R,R,G,203.97423076923076,100.0,0.0,B,G,R,B,2.0
2015-09-22,193.88,194.46,192.56,193.91,154104411.0,,R,R,R,R,G,203.76288461538462,100.0,0.0,B,G,R,B,2.0
2015-09-23,194.11,194.67,192.91,193.6,92914324.0,,R,R,R,R,G,203.49596153846156,100.0,0.0,B,G,G,B,3.0
2015-09-24,192.15,193.45,190.56,192.9,159319386.0,,R,G,R,R,G,203.17153846153846,100.0,0.0,B,G,G,B,4.0
2015-09-25,194.64,195.0,191.81,192.85,155244561.0,,R,R,R,R,G,202.82865384615386,100.0,0.0,B,G,G,B,3.0
2015-09-28,191.78,191.91,187.64,188.01,178748403.0,R,R,R,R,R,G,202.39403846153846,100.0,0.0,B,R,R,R,1.0
2015-09-29,188.27,189.74,186.93,188.12,159261377.0,R,R,R,R,R,G,201.92903846153845,100.0,0.0,R,R,R,R,1.0
2015-09-30,190.37,191.825,189.44,191.63,163685370.0,,R,R,R,R,G,201.52807692307695,100.0,0.0,B,R,R,R,1.0
2015-10-01,192.08,192.49,189.82,192.13,131324871.0,,R,G,R,R,G,201.1346153846154,100.0,0.0,B,R,R,R,2.0
2015-10-02,189.77,195.03,189.12,195.0,211234643.0,,R,G,G,R,G,200.8125,100.0,0.0,B,G,R,B,4.0
2015-10-05,196.46,198.74,196.33,198.47,126744248.0,,G,G,G,G,G,200.56442307692305,100.0,0.0,G,G,G,B,8.0
2015-10-06,198.31,198.98,197.0,197.79,110189453.0,,G,G,G,G,G,200.32615384615383,100.0,0.0,G,G,G,B,8.0
2015-10-07,198.9,199.825,197.48,199.41,124493584.0,G,G,G,G,G,G,200.16096153846152,100.0,0.0,G,G,G,B,9.0
2015-10-08,198.95,201.55,198.59,201.21,153068439.0,G,G,G,G,G,G,200.05365384615385,100.0,0.0,G,G,G,B,9.0
2015-10-09,201.38,201.9,200.58,201.33,107247050.0,,G,G,G,G,G,199.89980769230772,100.0,0.0,G,G,G,B,8.0
2015-10-12,201.42,201.76,200.91,201.52,56226678.0,,G,G,G,G,G,199.72192307692305,100.0,0.0,G,G,G,B,8.0
2015-10-13,200.65,202.16,200.05,200.25,88042732.0,,G,G,G,G,G,199.51865384615382,100.0,0.0,B,G,G,B,7.0
2015-10-14,200.18,200.87,198.94,199.29,99248177.0,,G,R,G,G,G,199.30307692307693,100.0,0.0,B,G,G,B,6.0
2015-10-15,200.08,202.36,199.64,202.35,134349506.0,G,G,G,G,G,G,199.16,100.0,0.0,G,G,G,B,9.0
2015-10-16,202.83,203.29,201.92,203.27,114781505.0,G,G,G,G,G,G,199.0425,100.0,0.0,G,G,G,B,9.0
2015-10-19,202.5,203.37,202.13,203.37,76711978.0,G,G,G,G,G,G,198.91365384615386,100.0,0.0,B,G,G,B,8.0
2015-10-20,202.85,203.84,202.5471,203.11,78602468.0,G,G,G,G,G,G,198.81288461538463,100.0,0.0,B,G,G,B,8.0
2015-10-21,203.61,203.79,201.65,201.85,102204751.0,,G,G,G,G,G,198.6955769230769,100.0,0.0,B,G,G,B,7.0
2015-10-22,202.98,205.51,202.81,205.26,175150531.0,G,G,G,G,G,G,198.59346153846153,100.0,0.0,G,G,G,B,9.0
2015-10-23,207.25,207.95,206.3,207.51,144798285.0,G,G,G,G,G,G,198.57115384615383,100.0,0.0,G,G,G,G,10.0
2015-10-26,207.3,207.37,206.56,207.0,69222240.0,,G,G,G,G,G,198.53423076923076,100.0,0.0,B,G,G,G,8.0
2015-10-27,206.2,207.0,205.79,206.6,78111647.0,,G,G,G,G,G,198.49461538461537,100.0,0.0,B,G,G,G,8.0
2015-10-28,207.0,208.98,206.21,208.95,136067349.0,G,G,G,G,G,G,198.48557692307693,100.0,0.0,G,G,G,G,10.0
2015-10-29,208.35,209.27,208.21,208.83,90726308.0,G,G,G,G,G,G,198.45173076923078,100.0,0.0,B,G,G,G,9.0
2015-10-30,209.06,209.44,207.74,207.93,131298016.0,,G,G,G,G,G,198.4123076923077,100.0,0.0,B,G,G,G,8.0
2015-11-02,208.32,210.62,208.17,210.39,86644803.0,G,G,G,G,G,G,198.45211538461538,100.0,0.0,G,G,G,G,10.0
2015-11-03,209.97,211.66,209.7,211.0,95436628.0,G,G,G,G,G,G,198.58730769230772,100.0,0.0,B,G,G,G,9.0
2015-11-04,211.35,211.5,209.7201,210.36,96506103.0,,G,G,G,G,G,198.82826923076925,100.0,0.0,B,G,G,G,8.0
2015-11-05,210.43,210.98,209.09,210.15,78551459.0,,G,G,G,G,G,199.22538461538463,100.0,0.0,B,G,G,G,8.0
2015-11-06,209.74,210.32,208.46,210.04,110628661.0,,G,G,G,G,G,199.66326923076923,100.0,0.0,B,G,G,G,8.0
2015-11-09,209.31,209.49,206.95,208.08,131182048.0,,G,G,R,G,G,199.92519230769227,100.0,0.0,B,G,G,G,7.0
2015-11-10,207.51,208.6,207.19,208.56,76011164.0,,G,G,R,G,G,200.10384615384618,100.0,0.0,B,R,G,G,6.0
2015-11-11,208.88,208.94,207.66,207.74,67995709.0,,G,G,R,G,G,200.26653846153846,100.0,0.0,R,R,G,G,6.0
2015-11-12,206.5,207.06,204.82,204.84,121424247.0,R,R,G,R,R,G,200.40442307692308,100.0,0.0,R,R,R,G,3.0
2015-11-13,204.35,204.67,202.435,202.54,153311079.0,R,R,R,R,R,G,200.61153846153846,100.0,0.0,R,R,R,G,2.0
2015-11-16,202.32,205.69,202.18,205.62,117777037.0,,R,R,R,R,G,200.8078846153846,100.0,0.0,B,R,R,B,1.0
2015-11-17,205.99,207.04,204.88,205.47,121218729.0,,G,R,R,G,G,200.99865384615384,100.0,0.0,B,R,R,B,3.0
2015-11-18,206.04,208.9,205.99,208.73,121522656.0,,G,R,G,G,G,201.30903846153845,100.0,0.0,B,R,R,B,4.0
2015-11-19,208.59,209.05,208.2,208.55,88426537.0,,G,R,G,G,G,201.5228846153846,100.0,0.0,B,R,R,B,4.0
2015-11-20,209.45,210.12,208.86,209.3108,94224910.0,,G,R,G,G,G,201.80213076923076,100.0,0.0,B,R,R,B,4.0
2015-11-23,209.38,209.98,208.52,209.07,65064543.0,,G,R,G,G,G,202.05636153846154,100.0,0.0,B,R,R,B,4.0
2015-11-24,207.87,209.83,207.41,209.35,99211084.0,,G,R,G,G,G,202.29886153846155,100.0,0.0,B,R,R,B,4.0
2015-11-25,209.5,209.74,209.01,209.32,52061711.0,,G,R,G,G,G,202.55482307692307,100.0,0.0,B,R,R,B,4.0
2015-11-27,209.43,209.8,208.86,209.56,37317724.0,,G,R,G,G,G,202.7682846153846,100.0,0.0,B,R,R,B,4.0
2015-11-30,209.75,209.89,208.56,208.69,113146554.0,,G,R,G,G,G,202.93193846153844,100.0,0.0,R,R,R,B,4.0
2015-12-01,209.44,210.82,209.11,210.68,98105930.0,G,G,R,G,G,G,203.14251538461536,100.0,0.0,B,R,R,G,6.0
2015-12-02,210.615,211.0,208.23,208.529,108368164.0,,G,R,G,G,G,203.39403461538464,100.0,0.0,R,R,R,B,4.0
2015-12-03,208.83,209.15,204.7511,205.61,166553251.0,,R,R,R,R,G,203.56999615384618,100.0,0.0,R,R,R,B,1.0
2015-12-04,206.08,209.97,205.93,209.62,193144280.0,,G,R,R,G,G,203.87211153846152,100.0,0.0,B,R,R,B,3.0
2015-12-07,209.23,209.7295,207.2,208.35,102257154.0,,G,R,G,G,G,204.1557653846154,100.0,0.0,R,R,R,B,4.0
2015-12-08,206.49,208.289,205.78,206.949,103596781.0,,R,R,R,R,G,204.42593846153846,100.0,0.0,R,R,R,B,1.0
2015-12-09,206.19,208.68,204.18,205.34,162610973.0,,R,R,R,R,G,204.6661307692308,100.0,0.0,R,R,R,B,1.0
2015-12-10,205.42,207.43,205.14,205.87,116328697.0,,R,R,R,R,G,205.0095923076923,100.0,0.0,R,R,R,B,1.0
2015-12-11,203.35,204.14,201.51,201.88,211424215.0,R,R,R,R,R,G,205.2742076923077,100.0,0.0,R,R,R,B,1.0
2015-12-14,202.07,203.05,199.95,202.9008,182691615.0,,R,R,R,R,G,205.49095384615384,100.0,0.0,R,R,R,B,1.0
2015-12-15,204.7,206.11,202.8666,205.0308,154244086.0,,R,R,R,R,G,205.73904615384618,100.0,0.0,B,R,R,B,1.0
2015-12-16,206.365,208.39,204.8,208.03,197131120.0,,G,G,G,G,G,205.98962307692307,100.0,0.0,B,R,G,B,6.0
2015-12-17,208.4,208.48,204.84,204.86,172301786.0,,G,R,G,G,G,206.11250769230767,100.0,0.0,B,R,G,B,5.0
2015-12-18,202.77,202.93,199.83,200.0208,251721809.0,R,R,R,R,R,G,206.1554076923077,100.0,0.0,R,R,R,B,1.0
2015-12-21,201.41,201.88,200.09,201.67,98783533.0,,R,R,R,R,G,206.19886923076925,100.0,0.0,R,R,G,B,2.0
2015-12-22,202.715,203.85,201.55,203.5,111228288.0,,R,G,R,R,G,206.24290769230768,100.0,0.0,B,R,G,B,3.0
2015-12-23,204.69,206.07,204.58,206.02,111187731.0,,R,G,G,R,G,206.33309999999997,100.0,0.0,B,R,G,B,4.0
2015-12-24,205.72,206.33,205.42,205.68,48542150.0,,G,G,G,G,G,206.41310000000001,100.0,0.0,B,R,G,B,6.0
2015-12-28,204.86,205.26,203.94,205.21,66110399.0,,R,G,G,R,G,206.50848461538465,100.0,0.0,B,R,G,B,4.0
2015-12-29,206.51,207.79,206.47,207.4,92830711.0,,G,G,G,G,G,206.66444615384614,100.0,0.0,B,G,G,B,7.0
2015-12-30,207.11,207.21,205.76,205.93,63508824.0,,G,G,G,G,G,206.7332923076923,100.0,0.0,G,G,G,B,8.0
2015-12-31,205.13,205.89,203.87,203.87,115161707.0,,R,G,R,R,G,206.74483076923076,100.0,0.0,B,G,G,B,4.0
2016-01-04,200.49,201.03,198.59,201.0192,222931741.0,,R,G,R,R,G,206.69962307692307,100.0,0.0,B,R,G,B,3.0
2016-01-05,201.4,201.9,200.05,201.36,111064498.0,,R,G,R,R,G,206.66596923076924,100.0,0.0,R,R,R,B,2.0
2016-01-06,198.34,200.06,197.6,198.82,152394474.0,,R,G,R,R,G,206.6077,100.0,0.0,R,R,G,B,3.0
2016-01-07,195.33,197.44,193.59,194.05,213898902.0,R,R,G,R,R,G,206.39212307692307,100.0,0.0,R,R,G,B,3.0
2016-01-08,195.19,195.85,191.58,191.923,210165581.0,R,R,R,R,R,G,206.09237307692308,100.0,0.0,R,R,R,R,1.0
2016-01-11,193.01,193.41,189.82,192.11,188297972.0,R,R,R,R,R,G,205.80602692307696,100.0,0.0,R,R,R,R,1.0
2016-01-12,193.82,194.55,191.14,193.6608,172676839.0,,R,R,R,R,G,205.55719615384618,100.0,0.0,B,R,R,R,1.0
2016-01-13,194.45,194.86,188.38,188.83,221425606.0,,R,R,R,R,G,205.17027307692308,100.0,0.0,R,R,R,R,1.0
2016-01-14,189.55,193.26,187.66,191.93,241247668.0,,R,R,R,R,G,204.8452730769231,100.0,0.0,B,R,R,R,1.0
2016-01-15,186.77,188.76,185.52,187.81,325232044.0,,R,R,R,R,G,204.45835,100.0,0.0,R,R,R,R,1.0
2016-01-19,189.96,190.11,186.2,188.06,195622317.0,,R,R,R,R,G,204.0289269230769,100.0,0.0,B,R,R,R,1.0
2016-01-20,185.03,187.495,181.02,185.65,286956943.0,,R,R,R,R,G,203.5414269230769,100.0,0.0,R,R,R,R,1.0
2016-01-21,186.21,188.87,184.64,186.69,196104437.0,,R,R,R,R,G,203.0862346153846,100.0,0.0,B,R,R,R,1.0
2016-01-22,189.78,190.76,188.88,190.52,168675501.0,,R,R,G,R,G,202.7087346153846,100.0,0.0,B,R,G,R,3.0
2016-01-25,189.92,190.15,187.41,187.64,130600552.0,,R,R,R,R,G,202.27796538461538,100.0,0.0,B,R,R,R,1.0
2016-01-26,188.42,190.53,188.02,190.2,141352171.0,,R,R,R,R,G,201.93411923076926,100.0,0.0,B,R,G,R,2.0
2016-01-27,189.58,191.56,187.06,188.13,185883870.0,,R,R,R,R,G,201.54123461538458,100.0,0.0,B,R,G,R,2.0
2016-01-28,189.96,190.2,187.16,189.11,144023969.0,,R,R,R,R,G,201.1829653846154,100.0,0.0,B,G,G,R,3.0
2016-01-29,190.02,193.88,189.88,193.7208,210091095.0,,R,R,G,R,G,200.96913461538458,100.0,0.0,G,G,G,R,5.0
2016-02-01,192.53,194.58,191.84,193.65,136424842.0,,R,R,G,R,G,200.7981730769231,100.0,0.0,G,G,G,R,5.0
2016-02-02,191.96,191.97,189.54,190.16,182896467.0,,R,R,G,R,G,200.5008653846154,100.0,0.0,B,G,G,R,4.0
2016-02-03,191.41,191.78,187.1,191.3,205313278.0,,R,R,R,R,G,200.2283653846154,100.0,0.0,G,G,G,R,4.0
2016-02-04,190.71,192.75,189.96,191.6,139712747.0,,R,G,G,R,G,199.89894230769232,100.0,0.0,G,G,G,R,6.0
2016-02-05,190.99,191.6696,187.2,187.95,180982300.0,,R,G,R,R,G,199.50278846153847,100.0,0.0,B,G,R,R,3.0
2016-02-08,185.77,186.12,182.8,185.42,191754759.0,,R,R,R,R,G,199.04334999999998,100.0,0.0,B,G,R,R,2.0
2016-02-09,183.36,186.94,183.2,185.43,184585893.0,,R,R,R,R,G,198.58873461538462,100.0,0.0,B,G,R,R,2.0
2016-02-10,186.41,188.34,185.12,185.27,148443072.0,,R,R,R,R,G,198.1256576923077,100.0,0.0,B,R,R,R,1.0
2016-02-11,182.34,184.1,181.09,182.86,219496648.0,,R,R,R,R,G,197.61681153846155,100.0,0.0,R,R,R,R,1.0
2016-02-12,184.96,186.65,183.96,186.63,127512977.0,,R,R,R,R,G,197.17585000000003,100.0,0.0,B,R,R,R,1.0
2016-02-16,188.77,189.81,187.63,189.78,120524353.0,,R,R,G,R,G,196.81219615384617,100.0,0.0,B,G,G,R,4.0
2016-02-17,191.16,193.32,191.01,192.88,136214521.0,,G,G,G,G,G,196.46988846153846,100.0,0.0,G,G,G,B,8.0
2016-02-18,193.2,193.27,191.72,192.09,102716744.0,,G,R,G,G,G,196.15375384615385,100.0,0.0,G,G,R,B,6.0
2016-02-19,191.17,192.18,190.45,192.0,115016690.0,,G,G,G,G,G,195.8920230769231,100.0,0.0,G,G,G,B,8.0
2016-02-22,193.87,194.95,193.79,194.78,103899869.0,G,G,G,G,G,G,195.60663846153847,100.0,0.0,G,G,G,B,9.0
2016-02-23,194.0,194.32,192.18,192.32,111564444.0,,G,G,G,G,G,195.29836923076923,100.0,0.0,B,G,G,B,7.0
2016-02-24,190.63,193.53,189.32,193.2,151078473.0,,G,G,G,G,G,195.03396538461539,100.0,0.0,B,G,G,B,7.0
2016-02-25,193.73,195.55,192.83,195.54,110924418.0,G,G,G,G,G,G,194.84550384615386,100.0,0.0,G,G,G,B,9.0
2016-02-26,196.57,196.68,194.9,195.0892,129650548.0,,G,G,G,G,G,194.6381807692308,100.0,0.0,B,G,G,B,7.0
2016-02-29,195.11,196.23,193.33,193.56,126054868.0,,G,G,G,G,G,194.4781807692308,100.0,0.0,B,G,G,B,7.0
2016-03-01,195.01,198.21,194.4542,198.11,142039293.0,G,G,G,G,G,G,194.38605,100.0,0.0,G,G,G,B,9.0
2016-03-02,197.74,199.06,197.25,199.0,102589577.0,G,G,G,G,G,G,194.27007307692307,100.0,0.0,G,G,G,B,9.0
2016-03-03,198.79,199.795,198.11,199.775,95461243.0,G,G,G,G,G,G,194.11132307692307,100.0,0.0,G,G,G,B,9.0
2016-03-04,200.01,201.35,199.03,200.43,129157219.0,G,G,G,G,G,G,194.02613076923078,100.0,0.0,B,G,G,B,8.0
2016-03-07,199.34,201.07,199.25,200.59,99844969.0,,G,G,G,G,G,194.0370769230769,100.0,0.0,B,G,G,B,7.0
2016-03-08,199.32,199.92,198.21,198.4,124219041.0,,G,G,G,G,G,193.9741923076923,100.0,0.0,B,G,G,B,7.0
2016-03-09,199.36,199.79,198.43,199.38,95112348.0,,G,G,G,G,G,193.89496153846156,100.0,0.0,B,G,G,B,7.0
2016-03-10,199.96,201.07,197.38,199.54,157103597.0,,G,G,G,G,G,193.77034615384616,100.0,0.0,B,G,G,B,7.0
2016-03-11,201.26,202.81,201.12,202.76,137626508.0,G,G,G,G,G,G,193.71419230769231,100.0,0.0,G,G,G,G,10.0
2016-03-14,202.16,203.04,201.77,202.5,73941866.0,G,G,G,G,G,G,193.6620769230769,100.0,0.0,B,G,G,G,9.0
2016-03-15,201.36,202.5307,201.05,202.17,93479069.0,,G,G,G,G,G,193.5615,100.0,0.0,B,G,G,G,8.0
2016-03-16,201.6,203.82,201.55,203.34,128688489.0,G,G,G,G,G,G,193.5116923076923,100.0,0.0,B,G,G,G,9.0
2016-03-17,203.24,205.23,202.77,204.63,134396850.0,G,G,G,G,G,G,193.5263076923077,100.0,0.0,G,G,G,G,10.0
2016-03-18,204.17,204.78,203.8,204.38,138729884.0,,G,G,G,G,G,193.59093846153849,100.0,0.0,B,G,G,G,8.0
2016-03-21,204.07,204.94,203.8,204.67,72948645.0,,G,G,G,G,G,193.65459230769233,100.0,0.0,B,G,G,G,8.0
2016-03-22,203.76,205.23,203.57,204.56,97611613.0,,G,G,G,G,G,193.76497692307692,100.0,0.0,B,G,G,G,8.0
2016-03-23,204.11,204.33,203.01,203.2092,81193953.0,,G,G,G,G,G,193.9411153846154,100.0,0.0,B,G,G,G,8.0
2016-03-24,202.0,203.16,201.74,203.12,84629544.0,,G,G,R,G,G,194.15644230769232,100.0,0.0,B,G,G,G,7.0
2016-03-28,203.61,203.86,202.705,203.24,62555164.0,,G,G,G,G,G,194.37048076923077,100.0,0.0,B,R,G,G,7.0
2016-03-29,202.76,205.25,202.4,205.1208,93089255.0,G,G,G,G,G,G,194.5908653846154,100.0,0.0,B,R,G,G,8.0
2016-03-30,206.3,206.87,205.59,206.02,86802033.0,,G,G,G,G,G,194.9214423076923,100.0,0.0,B,R,G,G,7.0
2016-03-31,205.91,206.41,205.33,205.52,94751695.0,,G,G,G,G,G,195.18278846153845,100.0,0.0,R,R,G,G,7.0
2016-04-01,204.35,207.14,203.98,206.92,114565186.0,G,G,G,G,G,G,195.55028846153846,100.0,0.0,B,G,G,G,9.0
2016-04-04,206.83,207.07,205.89,206.25,63760476.0,,G,G,G,G,G,195.90009615384616,100.0,0.0,B,R,G,G,7.0
2016-04-05,204.67,206.2642,203.89,204.1892,99954690.0,,G,G,R,G,G,196.25661923076925,100.0,0.0,R,R,G,G,6.0
2016-04-06,204.29,206.49,203.98,206.42,91969074.0,,G,G,G,G,G,196.63604230769232,100.0,0.0,B,R,G,G,7.0
2016-04-07,205.14,205.56,203.09,203.95,114061929.0,,G,G,R,G,G,196.89431153846152,100.0,0.0,R,R,R,G,5.0
2016-04-08,205.34,205.85,203.87,204.4992,95185592.0,,G,R,R,G,G,197.21852692307692,100.0,0.0,R,R,R,G,4.0
2016-04-11,205.25,206.07,203.91,204.0201,84030154.0,,G,R,R,G,G,197.48429807692307,100.0,0.0,R,R,R,G,4.0
2016-04-12,204.22,206.25,203.7,205.92,115468916.0,,G,R,G,G,G,197.82641346153846,100.0,0.0,B,R,R,G,5.0
2016-04-13,207.0,208.1,206.84,208.0008,96513487.0,G,G,R,G,G,G,198.18969807692307,100.0,0.0,B,R,R,G,6.0
2016-04-14,208.07,208.6,207.6,208.01,65462224.0,,G,R,G,G,G,198.4644903846154,100.0,0.0,B,R,R,G,5.0
